cpf;nome;Sigla
3625;WASHINGTON JOSE DA CRUZ;PTB
3626;WELINGTON APARECIDO ALFREDO;PSC
3627;WELLISSON WESLEY CANDIDO PEIXOTO;PROS
3628;WELLINGTON WILLIAN DO NASCIMENTO SALES;PP
3629;WELLINGTON SANTOS DA SILVA DE JESUS;PROS
3630;WELLITON BEZERRA DA SILVA;PRTB
3631;WILLDSON MENDES STAHN;PV
3632;WILLIAM CLEMENTE CORREA;SOLIDARIEDADE
3633;WILLIAM DE SOUZA PALMA BOARRETTO;PMB
3634;WILLIAM SILVEIRA MEDEIROS;PMN
3635;WILLIAM APARECIDO DE SOUZA;PTB
3636;WILLIANS ROCHA MONTEIRO;AGIR
3637;WILSON ALVES DOS SANTOS;DC
3638;WILSON JOAQUIM DA SILVA;PP
3639;JOSÉ WILSON CARDOSO DE SOUZA;PT
3640;WILSON ALVES DA SILVA JUNIOR;AVANTE
3641;WILSON KELLER DE MATOS;PDT
3642;WILSON DE MELLO JUNIOR;NOVO
3643;WILSON DOS SANTOS JÚNIOR;AVANTE
3644;WINNITU DIEGO DA SILVA TOZADORE;PDT
3645;JURACILDE DE LIMA PINTO;PTB
3646;JOEL XAVIER DA SILVA;AGIR
3647;YGOR FROES CARVALHO;NOVO
3648;HUMBERTO YUDI WATANABE;UNIÃO
3649;JOSE BENTO DE JESUS;PATRIOTA
3650;JOSÉ CARLOS DE ALMEIDA;PODE
3651;JOSÉ CARLOS SILVA;PSOL
3652;JOSE GRACIANO;PRTB
3653;JOSÉ WALTER FIGUEIREDO SILVA;PODE
3654;ZELINDA DRAGO;PATRIOTA
3655;ZENIA PEREIRA DE ANDRADE SOUSA;AVANTE
3656;JOSÉ MENINO DE OLIVEIRA;REDE
3657;ZORAIDA MARIA LOBATO VIOTTI;MDB
3658;MARIA ADALZIRA RIBEIRO ORTIZ;PTB
