cpf;nome;Sigla;sexo
3486;TARSO LUIZ FURTADO GOUVEIA;MDB;M
3487;EDMILSON ALVES DA SILVA;PATRIOTA;M
3488;MANOEL CORREA DA FONSECA NETO;NOVO;M
3489;TELMA MARIA CARDIA;SOLIDARIEDADE;F
3490;TELMA SANDRA AUGUSTO DE SOUZA;PT;F
3491;JOSE FERNANDES DE LIRA JUNIOR;PL;M
3492;ADILSON RIBEIRO;PSC;M
3493;FLAVIO GONÇALVES DA COSTA;PL;M
3494;GIOVANNI BARBIERATTO;PL;M
3495;EDYMAR BUENO;PP;M
3496;MATHEUS COIMBRA MARTINS DE AGUIAR;PL;M
3497;JOSE CARLOS FERNANDES;PL;M
3498;JOSÉ CARLOS FURIOSO;PSC;M
3499;MANOEL BARBOSA DO NASCIMENTO;REPUBLICANOS;M
3500;ROGÉRIO DA SILVA SANTOS;PL;M
3501;PAULO ROBERTO TORRES GALINDO;PTB;M
3502;TERESINHA GERALDO LISBÔA;AVANTE;F
3503;TEREZINHA DE AQUINO;PSD;F
3504;TEREZINHA DE JESUS NOGUEIRA;REPUBLICANOS;F
3505;THAINARA KAROLINE FARIA;PT;F
3506;THAISE CARVALHO MIRANDA;PMB;F
3507;THAISE BEZERRA PACHECO SANTOS;PT;F
3508;THALITA DE ALMEIDA TAVARES;PSOL;F
3509;THAMIRES DE OLIVEIRA DAMATTO;AGIR;F
3510;MALBA TANIA RODRIGUES ABRANTES COELHO GOMES;PODE;F
3511;TATIANA DE FREITAS SIVIERO;PODE;F
3512;THIAGO REIS AURICCHIO;PL;M
3513;THIAGO ANTONIO BRIGANO;REPUBLICANOS;M
3514;THIAGO VERONICO DE FREITAS;UNIÃO;M
3515;THIAGO RODRIGO MARTINS;PV;M
3516;THIAGO RODRIGO ROCHITI;PSC;M
3517;THIAGO SANTOS ALVES DE SOUSA;PL;M
3518;THIAGO HENRIQUE MAIA SORATTO;PT;M
3519;THIAGO FERREIRA ZANI;SOLIDARIEDADE;M
3520;THÍFANY FELIX GUIMARÃES;REDE;F
3521;VANIA MAIA DOS REIS;AVANTE;F
3522;IZILDA DE LOURDES ALIPIO;PSC;F
3523;TIAGO MANOEL CAETANO;PMB;M
3524;TIAGO MANOEL CAETANO;PMB;M
3525;TIAGO DE OLIVEIRA SOUZA;PSC;M
3526;TIAGO MARTINS PERETTO;PL;M
3527;TIAGO ROCHA FERREIRA;NOVO;M
3528;SEBASTIÃO RAIMUNDO DE OLIVEIRA;PSC;M
3529;OSVALDY MARTINS;PROS;M
3530;JOÃO DA SILVA FILHO;UNIÃO;M
3531;BENEDITO EDELCIO DA SILVA;PMB;M
3532;ANDERSON RUGEL VAZ;PSC;M
3533;DONIZETE APARECIDO FERREIRA;AGIR;M
3534;BRUNO VIEIRA MAIA;PSOL;M
3535;CUSTODIA DE SOUZA RANGEL;PODE;F
3536;CLERISTON DOS SANTOS ARAÚJO;PSB;M
3537;TOME ABDUCH;REPUBLICANOS;M
3538;ANTONIO CARLOS BOLGIONI;PODE;M
3539;ANTONIO LAURO CAMPANHA;PSB;M
3540;ANTONIO GENARO PEREIRA DA SILVA;DC;M
3541;ANTONIO ALBERTO DOS REIS;SOLIDARIEDADE;M
3542;ANTOINE BALADY;REDE;M
3543;BENEDITO TORRES BARRETO;PP;M
3544;TRACE CAROLINE DIAS DAS CHAGAS;PSC;F
3545;ANTONIO CARLOS MUNHOZ;REDE;M
3546;TIAGO BAUAB BEDANI;PP;M
3547;ANTONIO FERNANDO PEREIRA;PDT;M
3548;UBIRATAN SILVEIRA GARCIA;PL;M
3549;URIÃ FANCELLI BAUMGARTNER;PODE;M
3550;SERGIO UZUM JUNIOR;AVANTE;M
3551;VAGNER FERNANDES DA SILVA;REPUBLICANOS;M
3552;VALDETE GUEDES DE OLIVEIRA;PL;F
3553;VALDECIR SOUZA DOS SANTOS;REPUBLICANOS;M
3554;CLEBER VALADÃO ANTUNES;PMB;M
3555;VALDIR DE ALVARENGA;SOLIDARIEDADE;M
3556;VALDOMIRO MARQUES;PSOL;M
3557;VALERIA DE CAMPOS BALBINO;PSC;F
3558;VALERIA CRISTINA RODRIGUES;PTB;F
3559;VALERIA MULLER RAMOS BOLSONARO;PL;F
3560;VALÉRIA CLAYTON REZENDE DE LIMA;PP;F
3561;VALMIR ROSA;CIDADANIA;M
3562;VALMIR FERREIRA VERAS;AGIR;M
3563;VALQUIRO MARTINS BOMFIM;SOLIDARIEDADE;M
3564;VALTER ALCÂNTARA ROSSI;PMB;M
3565;VANDERLEI BORGES DE CARVALHO;PSDB;M
3566;JOSE VANDERLEI MACHADO;PTB;M
3567;FRANCISCO UELITON DE OLIVEIRA SOUZA;PRTB;M
3568;VANESSA GALLONI CARRERA;REPUBLICANOS;F
3569;VÂNIA LUIZ AMANCIO;PRTB;F
3570;VÂNIA FERREIRA DE FRANÇA;PSC;F
3571;VANICE IZAURA CAMARGO COSTA DA SILVA;PODE;F
3572;EVANDRO ANTONIO RAMOS TERRA VARONIL DE SOUSA;PSC;M
3573;VASCO DA GAMA JUNIOR;REPUBLICANOS;M
3574;ARAFETH ALI HUSSEIN NASREDDINE;PATRIOTA;M
3575;RODRIGO OTÁVIO SANTOS VELLASCO;PP;M
3576;EVERILDA XAVIER MOREIRA;DC;F
3577;VERA LUCIA RODRIGUES DE FARIA;PT;F
3578;VERA LUCIA APARECIDA ALVES;AGIR;F
3579;VERA LUCIA MENDES DA SILVA;PSD;F
3580;VERA APARECIDA ORTEGA DOS SANTOS;PP;F
3581;VERA LUCIA SOVERAL DA SILVEIRA;PTB;F
3582;VERA LUCIA DE SOUZA BUENO URBAN;PSC;F
3583;VERÔNICA EVANGELISTA DOS SANTOS;PDT;F
3584;VERONICA COSMO AMERICO;PODE;F
3585;VERONICA CRISTINA ADRIANO;REPUBLICANOS;F
3586;VICENTE FERNANDES CASCIONE;PL;M
3587;AQUEVIRQUE ANTONIO NHOLLA;UNIÃO;M
3588;VICTOR GUATELLI CAVALCANTE;PROS;M
3589;VICTOR AUGUSTO LINS MENDES;REDE;M
3590;VICTOR HENRIQUE MARQUES;PDT;M
3591;JOSE CARLOS FERREIRA VILELA;PL;M
3592;JOSE VINICIUS CAMPOS AITH;PRTB;M
3593;VINICIUS ALMEIDA CAMARINHA;PSDB;M
3594;VINÍCIUS ROSA RODRIGUES;PSOL;M
3595;DONATO DOS SANTOS SILVA;AVANTE;M
3596;VIOLETA FILOMENA DACCACHE;PTB;F
3597;VITOR ALEXANDRE RODRIGUES;REPUBLICANOS;M
3598;LEANDRA SOARES DOS SANTOS;PMN;F
3599;VIVIANE DOS SANTOS SILVA CASAMASSA;UNIÃO;F
3600;VIVIAN FILETO MARTINS DOS SANTOS;PMB;F
3601;VIVIAN MAIRA DA SILVA MARCOS SOARES;REPUBLICANOS;F
3602;VIVIANE SOARES DE OLIVEIRA ALVES;UNIÃO;F
3603;VIVIANE DA SILVA FERNANDES DE LIMA;PROS;F
3604;VIVIANE ROBERTA MATIOLI;PL;F
3605;VLADIMIR CODINHOTO;PODE;M
3606;VLAMIR BERNARDES DA SILVA;REPUBLICANOS;M
3607;RENE VLADEMIR BLOTA JUNIOR;PSDB;M
3608;WAGNER DE AVILA RIBEIRO;PSC;M
3609;WAGNER BERNARDINO DA SILVA;REPUBLICANOS;M
3610;WAGNER DE BRITO TEIXEIRA;NOVO;M
3611;WAGNER CIPRIANO ARAUJO;PC do B;M
3612;WAGNER IRINEU DA SILVA;PROS;M
3613;WAGNER CARDOSO DE OLIVEIRA;PMN;M
3614;WAGNER SEQUIN;PSD;M
3615;WALDENIR CHAGA FILHO;PATRIOTA;M
3616;WALKER ISAAC DE SOUSA;PP;M
3617;WALMIR CHARLEAUX BLANCO ESTEVES;PROS;M
3618;WALNEY ARAUJO DA SILVEIRA;AVANTE;M
3619;WALTER CAVEANHA;AVANTE;M
3620;WALTER MARTINS JUNIOR;UNIÃO;M
3621;WALTER NOLA;PRTB;M
3622;WALTER RESENDE FILHO;PRTB;M
3623;WALTER SANDRO PEREIRA DA SILVA;PMB;M
3624;VANDERLEI NERES PEREIRA;PSB;M
3625;WASHINGTON JOSE DA CRUZ;PTB;M
3626;WELINGTON APARECIDO ALFREDO;PSC;M
3627;WELLISSON WESLEY CANDIDO PEIXOTO;PROS;M
3628;WELLINGTON WILLIAN DO NASCIMENTO SALES;PP;M
3629;WELLINGTON SANTOS DA SILVA DE JESUS;PROS;M
3630;WELLITON BEZERRA DA SILVA;PRTB;M
3631;WILLDSON MENDES STAHN;PV;M
3632;WILLIAM CLEMENTE CORREA;SOLIDARIEDADE;M
3633;WILLIAM DE SOUZA PALMA BOARRETTO;PMB;M
3634;WILLIAM SILVEIRA MEDEIROS;PMN;M
3635;WILLIAM APARECIDO DE SOUZA;PTB;M
3636;WILLIANS ROCHA MONTEIRO;AGIR;M
3637;WILSON ALVES DOS SANTOS;DC;M
3638;WILSON JOAQUIM DA SILVA;PP;M
3639;JOSÉ WILSON CARDOSO DE SOUZA;PT;M
3640;WILSON ALVES DA SILVA JUNIOR;AVANTE;M
3641;WILSON KELLER DE MATOS;PDT;M
3642;WILSON DE MELLO JUNIOR;NOVO;M
3643;WILSON DOS SANTOS JÚNIOR;AVANTE;M
3644;WINNITU DIEGO DA SILVA TOZADORE;PDT;M
3645;JURACILDE DE LIMA PINTO;PTB;F
3646;JOEL XAVIER DA SILVA;AGIR;M
3647;YGOR FROES CARVALHO;NOVO;M
3648;HUMBERTO YUDI WATANABE;UNIÃO;M
3649;JOSE BENTO DE JESUS;PATRIOTA;M
3650;JOSÉ CARLOS DE ALMEIDA;PODE;M
3651;JOSÉ CARLOS SILVA;PSOL;M
3652;JOSE GRACIANO;PRTB;M
3653;JOSÉ WALTER FIGUEIREDO SILVA;PODE;M
3654;ZELINDA DRAGO;PATRIOTA;F
3655;ZENIA PEREIRA DE ANDRADE SOUSA;AVANTE;F
3656;JOSÉ MENINO DE OLIVEIRA;REDE;M
3657;ZORAIDA MARIA LOBATO VIOTTI;MDB;F
3658;MARIA ADALZIRA RIBEIRO ORTIZ;PTB;F
