"id";"cpf";"nome";"sigla";"siglaEstado";"vice";"vicecpf";"cargo"
1189;"";"RENATO BESCHIZZA VALENTIN";"PCB";"SP";0;0;"deputado federal"
1190;"";"RODNEY VICENTE DE SOUZA";"MDB";"SP";0;0;"deputado federal"
1191;"";"WAGNER BARBOSA";"AVANTE";"SP";0;0;"deputado federal"
1192;"";"WALTER VICIONI GONÇALVES";"MDB";"SP";0;0;"deputado federal"
1193;"";"REYNALDO CAMPANATTI PEREIRA";"AGIR";"SP";0;0;"deputado federal"
1194;"";"JANDIRA DE MENEZES CREPALDI";"UNIÃO";"SP";0;0;"deputado federal"
1195;"";"MARCO ANTONIO VILLA";"CIDADANIA";"SP";0;0;"deputado federal"
1196;"";"PAULO RAMOS BORGES PINTO VIOLARO";"NOVO";"SP";0;0;"deputado federal"
1197;"";"JOSE DOMINGOS RIZZO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1198;"";"ROMULO APARECIDO SENNA DE SOUZA";"AGIR";"SP";0;0;"deputado federal"
1199;"";"SANDERSON RIBEIRO CORREIA DE LIMA";"PRTB";"SP";0;0;"deputado federal"
1200;"";"LUCIANE SANDRA CAMBUIM";"AGIR";"SP";0;0;"deputado federal"
1201;"";"ADELINO FRANCISCO DE OLIVEIRA";"PT";"SP";0;0;"deputado federal"
1202;"";"JOSE ANDRE FERNANDES";"NOVO";"SP";0;0;"deputado federal"
1203;"";"ARMANDO BEGA";"PL";"SP";0;0;"deputado federal"
1204;"";"CLEITON FREITAS DE ARAUJO";"PSB";"SP";0;0;"deputado federal"
1205;"";"DEIVERSON DIEGO AMARANTE";"PROS";"SP";0;0;"deputado federal"
1206;"";"DOUGLAS MARTINS IZZO";"PT";"SP";0;0;"deputado federal"
1207;"";"EDEVALDO DONIZETTI DE CAMPOS";"REDE";"SP";0;0;"deputado federal"
1208;"";"FERNANDO ANTONIO MARCELO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1209;"";"HENI OZI CUKIER";"PODE";"SP";0;0;"deputado federal"
1210;"";"JEFFERSON RIPI DA SILVA";"PROS";"SP";0;0;"deputado federal"
1211;"";"JUVENAL DE AGUIAR PENTEADO NETO";"PT";"SP";0;0;"deputado federal"
1212;"";"LEONARDO ALEX DOS SANTOS";"PP";"SP";0;0;"deputado federal"
1213;"";"LUCIANO DA SILVA";"PODE";"SP";0;0;"deputado federal"
1214;"";"LUZIMAR RODRIGUES DA SILVA";"PSB";"SP";0;0;"deputado federal"
1215;"";"MARCOS APARECIDO VARGAS";"PP";"SP";0;0;"deputado federal"
1216;"";"OSVALDO MACEDO NEGRÃO";"PTB";"SP";0;0;"deputado federal"
1217;"";"REINALDO FRANCO DE SOUZA";"PT";"SP";0;0;"deputado federal"
1218;"";"RICARDO URIZZI CARVALHO";"PSOL";"SP";0;0;"deputado federal"
1219;"";"ROBERTO DE PAULA SOUZA";"AGIR";"SP";0;0;"deputado federal"
1220;"";"RONAN ALOISIO GOULART";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1221;"";"SILVIO NIVALDO";"AVANTE";"SP";0;0;"deputado federal"
1222;"";"TIAGO DOS SANTOS LIRA";"PATRIOTA";"SP";0;0;"deputado federal"
1223;"";"ANA ALICE FERNANDES DE ALMEIDA";"PODE";"SP";0;0;"deputado federal"
1224;"";"ELIANA BERTA FERNANDES CORRAL";"PL";"SP";0;0;"deputado federal"
1225;"";"CATIA NUNES DE ABREU";"PL";"SP";0;0;"deputado federal"
1226;"";"DAISE MARIA PEREIRA SILVA";"PTB";"SP";0;0;"deputado federal"
1227;"";"GABRIELA GUERRERO ARIONE";"PSTU";"SP";0;0;"deputado federal"
1228;"";"KÁTIA SILVA DE OLIVEIRA";"PT";"SP";0;0;"deputado federal"
1229;"";"EDILAINE DANIEL CARVALHO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1230;"";"MARIA CÉLIA RODRIGUES PACHECO";"PODE";"SP";0;0;"deputado federal"
1231;"";"NOEMI MACHADO DE ALMEIDA";"PROS";"SP";0;0;"deputado federal"
1232;"";"PAULA DANIELA DE JESUS";"PATRIOTA";"SP";0;0;"deputado federal"
1233;"";"MARIA RACHEL OLIVEIRA BONFIM";"PROS";"SP";0;0;"deputado federal"
1234;"";"SUELY APARECIDA ANTONIO";"MDB";"SP";0;0;"deputado federal"
1235;"";"TEREZINHA MARIA DOS SANTOS";"PSB";"SP";0;0;"deputado federal"
1236;"";"VERA LUCIA GOMES FERREIRA PALMEZANO";"PSDB";"SP";0;0;"deputado federal"
1237;"";"MARCOS ANTONIO LELIS MOREIRA";"AVANTE";"SP";0;0;"deputado federal"
1238;"";"RAFAEL ANGELO ABUD";"PATRIOTA";"SP";0;0;"deputado federal"
1239;"";"RAFAEL DOS ANJOS SILVA";"NOVO";"SP";0;0;"deputado federal"
1240;"";"RAFAEL CARLOS LABIAPARI GOMES";"PATRIOTA";"SP";0;0;"deputado federal"
1241;"";"RAFAEL ANTONIO DE SOUZA";"PDT";"SP";0;0;"deputado federal"
1242;"";"RAFAEL ALMEIDA PRADO VALENTIM";"PTB";"SP";0;0;"deputado federal"
1243;"";"RAIMUNDO NONATO PEREIRA DOS SANTOS";"PRTB";"SP";0;0;"deputado federal"
1244;"";"RALF SANTOS NAURE";"PV";"SP";0;0;"deputado federal"
1245;"";"RAMIRO ALVES DA ROCHA CRUZ JUNIOR";"PL";"SP";0;0;"deputado federal"
1246;"";"SEVERINO DOS RAMOS SANTOS SILVA";"AGIR";"SP";0;0;"deputado federal"
1247;"";"RAQUEL VIEIRA DOS SANTOS";"UNIÃO";"SP";0;0;"deputado federal"
1248;"";"RAUL CAMPOS NASCIMENTO";"PSOL";"SP";0;0;"deputado federal"
1249;"";"REBECA GADI TEIXEIRA DA SILVA";"REPUBLICANOS";"SP";0;0;"deputado federal"
1250;"";"MARIA REGINA LEME PRADO";"PSDB";"SP";0;0;"deputado federal"
1251;"";"MARIA REGINA MENDES FERREIRA";"PDT";"SP";0;0;"deputado federal"
1252;"";"MARIA REGINA GONÇALVES";"PV";"SP";0;0;"deputado federal"
1253;"";"REGINA APARECIDA DOS SANTOS SILVA";"PROS";"SP";0;0;"deputado federal"
1254;"";"REGINALDO ARAUJO SENA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1255;"";"REINALDO DE SOUZA ALGUZ";"UNIÃO";"SP";0;0;"deputado federal"
1256;"";"REINALDO MONTEIRO DA SILVA";"UNIÃO";"SP";0;0;"deputado federal"
1257;"";"REINALDO GUIMARÃES MOTA";"PATRIOTA";"SP";0;0;"deputado federal"
1258;"";"REINALDO ADRIANO DO CARMO";"PMN";"SP";0;0;"deputado federal"
1259;"";"RENAN ELIAS GODINHO";"PODE";"SP";0;0;"deputado federal"
1260;"";"RENATA HELLMEISTER DE ABREU MELO";"PODE";"SP";0;0;"deputado federal"
1261;"";"RENATA BANHARA PEIXOTO MARCONDES";"REPUBLICANOS";"SP";0;0;"deputado federal"
1262;"";"RENATA ODETTE DE MELLO";"PODE";"SP";0;0;"deputado federal"
1263;"";"RENATA CARVALHO RIBEIRO GIMENEZ";"PRTB";"SP";0;0;"deputado federal"
1264;"";"RENATA SIMONETTI ALVES MARCHETTI";"REPUBLICANOS";"SP";0;0;"deputado federal"
1265;"";"RENATO RAMOS DE SOUZA";"PSB";"SP";0;0;"deputado federal"
1266;"";"RENATO BENEDUCI ASSAD";"PSTU";"SP";0;0;"deputado federal"
1267;"";"RENATO MOTTA BICUDO GUIMARÃES E SILVA";"NOVO";"SP";0;0;"deputado federal"
1268;"";"RENATO DISSEI";"PP";"SP";0;0;"deputado federal"
1269;"";"RENATO CARVALHO DONATO";"PSB";"SP";0;0;"deputado federal"
1270;"";"RENATO TADEU DE OLIVEIRA PAIVA";"PSD";"SP";0;0;"deputado federal"
1271;"";"RENATO TAMAIO DE SOUZA";"PTB";"SP";0;0;"deputado federal"
1272;"";"RENATO TAROCO";"REPUBLICANOS";"SP";0;0;"deputado federal"
1273;"";"RENE ROSA";"AGIR";"SP";0;0;"deputado federal"
1274;"";"JOSÉ ANTONIO DE GÓES FILHO";"PATRIOTA";"SP";0;0;"deputado federal"
1275;"";"RIBAMAR ANTONIO DA SILVA";"PSD";"SP";0;0;"deputado federal"
1276;"";"RICARDO PEREIRA DO CARMO";"PROS";"SP";0;0;"deputado federal"
1277;"";"RICARDO DE DEUS ANDRADE";"AGIR";"SP";0;0;"deputado federal"
1278;"";"RICARDO DUREGGER";"PROS";"SP";0;0;"deputado federal"
1279;"";"RICARDO FASSIO CAVALCANTE CUNHA";"AGIR";"SP";0;0;"deputado federal"
1280;"";"RICARDO MAGNUS OSÓRIO GALVÃO";"REDE";"SP";0;0;"deputado federal"
1281;"";"RICARDO HOLZ VIDAL DOS SANTOS";"PODE";"SP";0;0;"deputado federal"
1282;"";"RICARDO IZAR JUNIOR";"REPUBLICANOS";"SP";0;0;"deputado federal"
1283;"";"RICARDO KANAAN MARIANO DE ALMEIDA";"MDB";"SP";0;0;"deputado federal"
1284;"";"RICARDO BRUNO MELENCHON";"PV";"SP";0;0;"deputado federal"
1285;"";"RICARDO JORGE MUTRAN";"PP";"SP";0;0;"deputado federal"
1286;"";"RICARDO DE CAMPOS RAMOS";"NOVO";"SP";0;0;"deputado federal"
1287;"";"RICARDO DE AQUINO SALLES";"PL";"SP";0;0;"deputado federal"
1288;"";"RICARDO AUGUSTO MACHADO DA SILVA";"PSD";"SP";0;0;"deputado federal"
1289;"";"JOSÉ RICARDO ALVARENGA TRIPOLI";"PSDB";"SP";0;0;"deputado federal"
1290;"";"RICARDO GUILGER DE LIMA";"PMB";"SP";0;0;"deputado federal"
1291;"";"RICHARD PORTO DE ROSA";"PSDB";"SP";0;0;"deputado federal"
1292;"";"RITA DE CASSIA BORGES DOS SANTOS GUEDES";"PL";"SP";0;0;"deputado federal"
1293;"";"RITA DE CASSIA TRINCA PASSOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
1294;"";"RIVALDO DOS SANTOS SILVA";"PCO";"SP";0;0;"deputado federal"
1295;"";"RIVANDA OLIVEIRA RIELI";"PSB";"SP";0;0;"deputado federal"
1296;"";"ROSÂNGELA MARIA RIZZOLO CAMOLESE";"PSDB";"SP";0;0;"deputado federal"
1297;"";"ROSANGELA CARDOSO";"PMB";"SP";0;0;"deputado federal"
1298;"";"ROBERTA CRISTINA RONCADA GASPAR";"PTB";"SP";0;0;"deputado federal"
1299;"";"ROBERTA KELLY SILVA FLORENCIO";"DC";"SP";0;0;"deputado federal"
1300;"";"ROBERTO MOREIRA DE SOUZA";"CIDADANIA";"SP";0;0;"deputado federal"
1301;"";"BENEDITO ROBERTO ALVES FERREIRA";"REPUBLICANOS";"SP";0;0;"deputado federal"
1302;"";"EUCLIDES ROBERTO FERREIRA";"PODE";"SP";0;0;"deputado federal"
1303;"";"JOÃO ROBERTO TRINDADE";"PRTB";"SP";0;0;"deputado federal"
1304;"";"ROBERTO ALVES DE LUCENA";"REPUBLICANOS";"SP";0;0;"deputado federal"
1305;"";"ROBERTO PIRES";"REPUBLICANOS";"SP";0;0;"deputado federal"
1306;"";"ROBERTO RUFCA DE OLIVEIRA";"MDB";"SP";0;0;"deputado federal"
1307;"";"ROBSON DE LIMA";"AGIR";"SP";0;0;"deputado federal"
1308;"";"ROBSON INACIO GOMES";"AGIR";"SP";0;0;"deputado federal"
1309;"";"ROBSON JOSE DOS SANTOS";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1310;"";"ROBSON SILVÉRIO DA SILVA";"PSOL";"SP";0;0;"deputado federal"
1311;"";"JOSÉ EDINALDO DE OLIVEIRA";"PATRIOTA";"SP";0;0;"deputado federal"
1312;"";"RODOLFO FRANCISCO DE SOUZA";"PSC";"SP";0;0;"deputado federal"
1313;"";"ADEMIR RODRIGO DA LUZ";"AGIR";"SP";0;0;"deputado federal"
1314;"";"RODRIGO ANTONIO DE AGOSTINHO MENDONÇA";"PSB";"SP";0;0;"deputado federal"
1315;"";"RODRIGO PIERNAS ANDOLFATO";"PTB";"SP";0;0;"deputado federal"
1316;"";"RODRIGO ALMEIDA PASSOS";"PSB";"SP";0;0;"deputado federal"
1317;"";"RODRIGO GAMBALE VIEIRA";"PODE";"SP";0;0;"deputado federal"
1318;"";"RODRIGO ANDRADE BENUZZI DA LUZ";"NOVO";"SP";0;0;"deputado federal"
1319;"";"RODRIGO ADRIANO DA SILVA";"UNIÃO";"SP";0;0;"deputado federal"
1320;"";"RODRIGUES MARQUES DE FIGUEIREDO";"PSC";"SP";0;0;"deputado federal"
1321;"";"RODRIGO TAVANO";"NOVO";"SP";0;0;"deputado federal"
1322;"";"RODRIGO TAVARES DA SILVA";"PRTB";"SP";0;0;"deputado federal"
1323;"";"AIRTON RODRIGUES DE OLIVEIRA";"PMN";"SP";0;0;"deputado federal"
1324;"";"ROGE BAUDICHON";"PP";"SP";0;0;"deputado federal"
1325;"";"ROGERIA MARIA DE FREITAS";"PP";"SP";0;0;"deputado federal"
1326;"";"ROGÉRIO DOS SANTOS GOMES";"PRTB";"SP";0;0;"deputado federal"
1327;"";"ROGERIO XAVIER FRANÇA";"PSC";"SP";0;0;"deputado federal"
1328;"";"ROGÉRIO COELHO GRAFT";"PATRIOTA";"SP";0;0;"deputado federal"
1329;"";"ROGÉRIO DE JESUS PAES";"AVANTE";"SP";0;0;"deputado federal"
1330;"";"ROGERIO STRACIALANO PARADA";"PRTB";"SP";0;0;"deputado federal"
1331;"";"ROGÉRIO BATTISTETTI MARTINS RODRIGUES";"AVANTE";"SP";0;0;"deputado federal"
1332;"";"JOÃO ROGÉRIO RODRIGUES VICARI";"PSDB";"SP";0;0;"deputado federal"
1333;"";"ROMÉRIO MOURA DA FONSECA";"PROS";"SP";0;0;"deputado federal"
1334;"";"ROMÁRIO SANTOS ALVES";"PMN";"SP";0;0;"deputado federal"
1335;"";"RONALDO PEREIRA COSTA";"PATRIOTA";"SP";0;0;"deputado federal"
1336;"";"RONEY CARLOS CARDOSO";"AVANTE";"SP";0;0;"deputado federal"
1337;"";"ROSA ALVES CARDOSO";"PODE";"SP";0;0;"deputado federal"
1338;"";"ROSALINA SONIA DOS SANTOS";"PL";"SP";0;0;"deputado federal"
1339;"";"MARIA ROSA GUSMÃO RODRIGUES";"PATRIOTA";"SP";0;0;"deputado federal"
1340;"";"ROSANA DE OLIVEIRA VALLE";"PL";"SP";0;0;"deputado federal"
1341;"";"ROSANGELA MARIA WOLFF DE QUADROS MORO";"UNIÃO";"SP";0;0;"deputado federal"
1342;"";"ROSÂNGELA SILVA DOS SANTOS";"PT";"SP";0;0;"deputado federal"
1343;"";"ROSANGELA DA SILVA BATISTA";"AVANTE";"SP";0;0;"deputado federal"
1344;"";"ROSELI DE PAULA SILVA DE SOUZA";"AVANTE";"SP";0;0;"deputado federal"
1345;"";"ROSEMEIRE MARQUES RIBEIRO ARCHANGELO";"PSOL";"SP";0;0;"deputado federal"
1346;"";"ROSEMEIRE SANTIAGO";"PRTB";"SP";0;0;"deputado federal"
1347;"";"ROSEMEIRE MARTINS DE CARVALHO";"PTB";"SP";0;0;"deputado federal"
1348;"";"ROSSIELI SOARES DA SILVA";"PSDB";"SP";0;0;"deputado federal"
1349;"";"WAGNER RUBINELLI";"PSB";"SP";0;0;"deputado federal"
1350;"";"RUBENS DE ALMEIDA";"AVANTE";"SP";0;0;"deputado federal"
1351;"";"RUBENS ALBERTO GATTI NUNES";"UNIÃO";"SP";0;0;"deputado federal"
1352;"";"RUI GOETHE DA COSTA FALCÃO";"PT";"SP";0;0;"deputado federal"
1353;"";"SILVINO ROQUE NETO";"PMN";"SP";0;0;"deputado federal"
1354;"";"RUTE APARECIDA LEITE RIPARI";"PDT";"SP";0;0;"deputado federal"
1355;"";"EDUARDO DADE SALLUM";"PT";"SP";0;0;"deputado federal"
1356;"";"SALOMÃO PEREIRA DA SILVA";"PL";"SP";0;0;"deputado federal"
1357;"";"SÂMIA DE SOUZA BOMFIM";"PSOL";"SP";0;0;"deputado federal"
1358;"";"SAMUEL DE OLIVEIRA BARBOSA";"PP";"SP";0;0;"deputado federal"
1359;"";"SAMUEL MOREIRA DA SILVA JUNIOR";"PSDB";"SP";0;0;"deputado federal"
1360;"";"EDUARDO SANASSAR FONSECA";"UNIÃO";"SP";0;0;"deputado federal"
1361;"";"SANDRA CAMARINHO DE MACEDO";"NOVO";"SP";0;0;"deputado federal"
1362;"";"SANDRA APARECIDA MADEU IDA";"PT";"SP";0;0;"deputado federal"
1363;"";"SANDRA CRISTINA DOS SANTOS SOARES";"PSB";"SP";0;0;"deputado federal"
1364;"";"ALEXSANDRE SANTOS RAMOS";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1365;"";"ALEXSSANDRO BUSSOLA";"PSDB";"SP";0;0;"deputado federal"
1366;"";"ALESSANDRO SOUSA DA SILVA";"PROS";"SP";0;0;"deputado federal"
1367;"";"SANDRO FERREIRA DE SOUZA";"PMN";"SP";0;0;"deputado federal"
1368;"";"RAFAEL PACHECO ALQUEZAR";"PSOL";"SP";0;0;"deputado federal"
1369;"";"SARA JANE RONCOLATO ZANETTI";"REDE";"SP";0;0;"deputado federal"
1370;"";"FRANCISCO ALEXANDRE FILHO";"PODE";"SP";0;0;"deputado federal"
1371;"";"LUIS ANTONIO DE LIMA CLEMENTE";"UNIÃO";"SP";0;0;"deputado federal"
1372;"";"LUIZ EDUARDO DAMASCENO";"PRTB";"SP";0;0;"deputado federal"
1373;"";"ELAINE CRISTINA DO NASCIMENTO";"REPUBLICANOS";"SP";0;0;"deputado federal"
1374;"";"FÁBIO AUGUSTO PESCINELLI";"PROS";"SP";0;0;"deputado federal"
1375;"";"EDSON FAGUNDES DE OLIVEIRA";"PMB";"SP";0;0;"deputado federal"
1376;"";"ISRAEL NANTES SANTOS";"PP";"SP";0;0;"deputado federal"
1377;"";"NELIO FERNANDO DOS REIS";"PTB";"SP";0;0;"deputado federal"
1378;"";"JOÃO BATISTA DE OLIVEIRA";"PSDB";"SP";0;0;"deputado federal"
1379;"";"RICARDO DA CRUZ FERNANDES";"PL";"SP";0;0;"deputado federal"
1380;"";"PAULO ROBERTO ROSENO JUNIOR";"PRTB";"SP";0;0;"deputado federal"
1381;"";"ANDERSON ALVES SIMÕES";"AVANTE";"SP";0;0;"deputado federal"
1382;"";"WASHINGTON LUIZ BEZERRA DA SILVA";"PRTB";"SP";0;0;"deputado federal"
1383;"";"SAULO GOES DE ALBUQUERQUE";"AGIR";"SP";0;0;"deputado federal"
1384;"";"SAULO PEDROSO DE SOUZA";"PSD";"SP";0;0;"deputado federal"
1385;"";"SELMA RODRIGUES DANTAS MUNHOZ";"PTB";"SP";0;0;"deputado federal"
1386;"";"SELMA SANTOS GAMA MARTINS";"PROS";"SP";0;0;"deputado federal"
1387;"";"ROBERTO SELMER JÚNIOR";"DC";"SP";0;0;"deputado federal"
1388;"";"SERGIO ROBERTO RIBEIRO DOS SANTOS";"PSB";"SP";0;0;"deputado federal"
1389;"";"SERGIO NASCIMENTO DE CAMARGO";"PL";"SP";0;0;"deputado federal"
1390;"";"SERGIO KHODOR CURY";"PATRIOTA";"SP";0;0;"deputado federal"
1391;"";"SÉRGIO DA SILVA GRILLO";"REDE";"SP";0;0;"deputado federal"
1392;"";"SÉRGIO AUGUSTO SILVA";"PATRIOTA";"SP";0;0;"deputado federal"
1393;"";"SEVERINO FRANCISCO DA COSTA";"PSB";"SP";0;0;"deputado federal"
1394;"";"SIDNEY JOTA CARNEIRO";"PRTB";"SP";0;0;"deputado federal"
1395;"";"SIDNEY LUIZ DA CRUZ";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1396;"";"SIDNEY CARVALHO ELIAS";"NOVO";"SP";0;0;"deputado federal"
1397;"";"SILVANA MENK PINTO";"PTB";"SP";0;0;"deputado federal"
1398;"";"SILAS ALVES FEITOSA";"PRTB";"SP";0;0;"deputado federal"
1399;"";"SILÉA BENEDETTI DE MACEDO PEDROSO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1400;"";"SILVANA MENDES MUSQUEIRA";"PSC";"SP";0;0;"deputado federal"
1401;"";"SILVIA MIRANDA NAGATA";"PODE";"SP";0;0;"deputado federal"
1402;"";"SILVIA SAMPAIO SALES SANTOS";"PSDB";"SP";0;0;"deputado federal"
1403;"";"MARIA JOSE DA SILVA";"PSC";"SP";0;0;"deputado federal"
1404;"";"SILVIO EDUARDO CONEGLIAM PECCIOLI";"PSD";"SP";0;0;"deputado federal"
1405;"";"SILVIO FELIX DA SILVA";"UNIÃO";"SP";0;0;"deputado federal"
1406;"";"SILVIO ROBERTO SEIXAS REGO";"PTB";"SP";0;0;"deputado federal"
1407;"";"SIMONE LOPES BETINI";"PP";"SP";0;0;"deputado federal"
1408;"";"SIMONE APARECIDA CURRALADAS DOS SANTOS";"MDB";"SP";0;0;"deputado federal"
1409;"";"SIMONE CRISTINA SOUZA";"PCO";"SP";0;0;"deputado federal"
1410;"";"SIMONY CRISTINA TEIXEIRA DOS ANJOS";"PSOL";"SP";0;0;"deputado federal"
1411;"";"APARECIDO RODRIGUES DE SIQUEIRA";"PRTB";"SP";0;0;"deputado federal"
1412;"";"SIRLEI SIKORSKI";"REPUBLICANOS";"SP";0;0;"deputado federal"
1413;"";"SOLANGE DE SOUZA";"PMN";"SP";0;0;"deputado federal"
1414;"";"SOLANGE DE CÁSSIA MORAES";"PP";"SP";0;0;"deputado federal"
1415;"";"SOLANGE ELIZABETH DOS SANTOS DORTA";"PDT";"SP";0;0;"deputado federal"
1416;"";"SOLANGE APARECIDA FERREIRA DOS SANTOS";"AGIR";"SP";0;0;"deputado federal"
1417;"";"JOSÉ AUGUSTO FERREIRA";"DC";"SP";0;0;"deputado federal"
1418;"";"MARCELO HENRIQUE SILVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1419;"";"SONIA MARIA DELFINO";"PSDB";"SP";0;0;"deputado federal"
1420;"";"SÔNIA BONE DE SOUSA SILVA SANTOS";"PSOL";"SP";0;0;"deputado federal"
1421;"";"SONIA MARIA GUERREIRO PAZINI";"PTB";"SP";0;0;"deputado federal"
1422;"";"SÔNIA MELHADO DE MORAIS";"AGIR";"SP";0;0;"deputado federal"
1423;"";"SONILDA SOARES CONSTANTINO DE OLIVEIRA";"PMN";"SP";0;0;"deputado federal"
1424;"";"STELA MARIA ATANÁZIO";"DC";"SP";0;0;"deputado federal"
1425;"";"STEVEN SANTOS DE LIMA";"PMB";"SP";0;0;"deputado federal"
1426;"";"PATRICIA SIQUEIRA NERI";"PATRIOTA";"SP";0;0;"deputado federal"
1427;"";"SUELEN DE SOUZA LAZARINI";"NOVO";"SP";0;0;"deputado federal"
1428;"";"SUELI ALVES";"PSOL";"SP";0;0;"deputado federal"
1429;"";"SUELI DOS SANTOS SILVA BARBOSA";"AGIR";"SP";0;0;"deputado federal"
1430;"";"SUSANA LAMBERT DE BRITO SILVA";"PSD";"SP";0;0;"deputado federal"
1431;"";"SUSANNA DO VAL MOORE";"PSD";"SP";0;0;"deputado federal"
1432;"";"SUZANA PIROZI ADERNE";"PMN";"SP";0;0;"deputado federal"
1433;"";"SUZECLEA SOUZA SANTOS";"PRTB";"SP";0;0;"deputado federal"
1434;"";"SYLVIO MALHEIRO JUNIOR";"PTB";"SP";0;0;"deputado federal"
1435;"";"SYLVIO MACEDO SOARES JUNIOR";"PMN";"SP";0;0;"deputado federal"
1436;"";"SYMMY LARRAT BRITO DE CARVALHO";"PT";"SP";0;0;"deputado federal"
1437;"";"TABATA CLAUDIA AMARAL DE PONTES";"PSB";"SP";0;0;"deputado federal"
1438;"";"ELIAS TADEU NOGUEIRA DE OLIVEIRA";"PMB";"SP";0;0;"deputado federal"
1439;"";"TAINÁ GUIMARÃES MIRANDA";"PRTB";"SP";0;0;"deputado federal"
1440;"";"TAIS ANTEZANA PACHECO";"NOVO";"SP";0;0;"deputado federal"
1441;"";"TAKAHARU YAMAUCHI";"MDB";"SP";0;0;"deputado federal"
1442;"";"TALMA CRISTINA NONAKA";"PSD";"SP";0;0;"deputado federal"
1443;"";"TAMIRES GOMES SAMPAIO";"PT";"SP";0;0;"deputado federal"
1444;"";"TANDARA ALVES CAIXETA";"MDB";"SP";0;0;"deputado federal"
1445;"";"TANIA CRISTINA MARTINS SILVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1446;"";"CARLOS TARCISIO PAULO";"PDT";"SP";0;0;"deputado federal"
1447;"";"ELISANGELA RODRIGUES DA SILVA";"PMN";"SP";0;0;"deputado federal"
1448;"";"TATIANE SOARES DA SILVA";"PMB";"SP";0;0;"deputado federal"
1449;"";"TATIANA LIMA SCHIMIGUEL";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1450;"";"ANA MARIA DE GOUVÊA";"PSB";"SP";0;0;"deputado federal"
1451;"";"DOMINGOS LUCIO FLEMING GALILEU DE VASCONCELOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
1452;"";"TELMA GIMENEZ LOUREIRO";"PDT";"SP";0;0;"deputado federal"
1453;"";"LUIZ DE ALBUQUERQUE FERREIRA";"PATRIOTA";"SP";0;0;"deputado federal"
1454;"";"MOSART ARAGÃO PEREIRA";"PL";"SP";0;0;"deputado federal"
1455;"";"JOSE CICERO DE OLIVEIRA";"AGIR";"SP";0;0;"deputado federal"
1456;"";"PAULO SUSSUMU KOBAYASHI";"PTB";"SP";0;0;"deputado federal"
1457;"";"MARIA TERESA SELBACH EYMAEL";"DC";"SP";0;0;"deputado federal"
1458;"";"ESTHEFANIA ROBERTA DE OLIVEIRA";"PSOL";"SP";0;0;"deputado federal"
1459;"";"THAIS ALBERTINA DA CRUZ";"PRTB";"SP";0;0;"deputado federal"
1460;"";"THAIS RABELLO SILVA";"PSTU";"SP";0;0;"deputado federal"
1461;"";"THAISE DIAS LIMA DE SOUZA";"PROS";"SP";0;0;"deputado federal"
1462;"";"THALIA SILVA DE FARIA";"PP";"SP";0;0;"deputado federal"
1463;"";"RAUL THAME DE TOLEDO ALMEIDA";"PV";"SP";0;0;"deputado federal"
1464;"";"BRAZ HENRIQUE TELES";"REDE";"SP";0;0;"deputado federal"
1465;"";"THEREZA CHRISTINA FARIA LIMA";"PATRIOTA";"SP";0;0;"deputado federal"
1466;"";"THIAGO DOS REIS PEREIRA DOS SANTOS";"PT";"SP";0;0;"deputado federal"
1467;"";"THIAGO HENRIQUE DA SILVA DORIGAN";"PSC";"SP";0;0;"deputado federal"
1468;"";"THIAGO IMBERNOM";"NOVO";"SP";0;0;"deputado federal"
1469;"";"THIAGO JOSÉ ISOLA";"AVANTE";"SP";0;0;"deputado federal"
1470;"";"THIAGO BONFIM DE OLIVEIRA";"NOVO";"SP";0;0;"deputado federal"
1471;"";"THIAGO DE AZEVEDO LOPES FONSECA";"PSD";"SP";0;0;"deputado federal"
1472;"";"CATARINA SANTOS BRIOZO";"PP";"SP";0;0;"deputado federal"
1473;"";"RAQUEL BARBOSA DOS SANTOS";"PSDB";"SP";0;0;"deputado federal"
1474;"";"TIAGO RAMOS DE CAMPOS";"PP";"SP";0;0;"deputado federal"
1475;"";"TIAGO SOUZA GUEDES";"PRTB";"SP";0;0;"deputado federal"
1476;"";"TIAGO PIRES";"PCO";"SP";0;0;"deputado federal"
1477;"";"JOSE SEBASTIÃO LEANDRO DOS SANTOS";"PMN";"SP";0;0;"deputado federal"
1478;"";"ANA CRISTINA ELIAS LOURENÇO";"UNIÃO";"SP";0;0;"deputado federal"
1479;"";"VALTER SANTIAGO";"PSC";"SP";0;0;"deputado federal"
1480;"";"FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA";"PL";"SP";0;0;"deputado federal"
